ParticipantID,Painting,SelfReportedLiking,FI_Valence,FI_MaxEmotion,FI_MaxIntensity,GazeTime,GazePercent_Audio,Audio_AvgValence,Audio_DominantEmotion,Audio_DominantEmotionIntensity,Audio_EmotionSequence,SaccadeRate,EngagementLevel,ReactionTime
131,Picasso,6,0.0,neutral,0.0,35.32,57.82,0.36,surprise,3.64,surprise;anger;sadness;joy;disgust,5.94,low,1.35
131,Pollock,3,25.58,surprise,51.15,54.04,61.93,4.18,surprise,9.53,surprise;sadness;anger;joy;disgust,6.69,low,4.85
131,de Chirico,5,-10.03,anger,20.06,42.1,85.49,2.81,surprise,6.46,surprise;anger;joy;sadness;disgust,5.53,low,9.75
131,van Dongen,5,-10.7,sadness,32.8,9.54,12.82,0.15,surprise,7.92,surprise;anger;sadness;joy;disgust,10.53,low,2.95
132,Braque,4,-11.33,anger,22.66,63.24,83.29,-3.73,anger,4.85,anger;sadness;disgust;joy;surprise,6.84,low,8.12
132,Janco,7,0.0,neutral,0.0,64.8,97.15,-1.67,anger,6.85,anger;surprise;sadness;joy;disgust,9.37,low,1.7
132,Klimt,6,0.0,neutral,0.0,88.68,98.46,-4.2,anger,6.05,anger;sadness;disgust;joy;surprise,11.36,low,8.53
132,Picasso,5,0.0,neutral,0.0,54.86,89.81,-3.18,anger,4.33,anger;sadness;disgust;joy;surprise,6.97,low,1.55
132,Pollock,3,0.0,neutral,0.0,61.58,69.56,-2.34,anger,6.46,anger;joy;sadness;surprise;disgust,7.93,low,6.46
132,de Chirico,5,-10.94,anger,21.89,43.92,89.02,-4.07,anger,4.34,anger;sadness;disgust;joy;surprise,7.4,low,8.09
132,van Dongen,6,0.0,neutral,0.0,65.48,80.21,-3.47,anger,4.72,anger;sadness;joy;disgust;surprise,6.84,low,7.89
133,Braque,6,0.0,neutral,0.0,32.02,42.05,-2.86,sadness,2.84,sadness;anger;disgust;surprise;joy,10.52,low,6.21
133,Janco,5,0.0,neutral,0.0,36.96,56.0,-2.1,sadness,2.1,sadness;disgust;joy;anger;surprise,11.97,low,2.49
133,Klimt,5,-11.03,surprise,23.91,76.56,85.1,-3.65,sadness,4.89,sadness;anger;surprise;disgust;joy,12.07,low,12.63
133,Picasso,1,0.0,neutral,0.0,29.5,48.17,-5.56,sadness,7.43,sadness;anger;surprise;disgust;joy,11.68,low,2.27
133,Pollock,7,0.0,neutral,0.0,54.38,60.74,-6.95,sadness,6.95,sadness;anger;joy;disgust;surprise,6.53,low,2.54
133,de Chirico,6,0.0,neutral,0.0,30.3,62.11,0.0,joy,0.0,joy;sadness;anger;disgust;surprise,9.26,low,8.23
133,van Dongen,6,0.0,neutral,0.0,21.76,26.08,-2.13,sadness,3.54,sadness;anger;joy;surprise;disgust,11.21,low,4.74
134,Braque,4,23.08,surprise,46.17,51.82,67.78,-3.38,surprise,11.78,surprise;sadness;anger;joy;disgust,6.82,low,6.69
134,Janco,7,20.98,surprise,41.96,57.7,86.6,-2.73,surprise,21.31,surprise;sadness;anger;joy;disgust,7.33,low,44.24
134,Klimt,6,15.0,surprise,53.47,81.26,89.7,26.18,surprise,55.28,surprise;sadness;anger;joy;disgust,10.73,low,8.75
134,Picasso,7,-8.54,surprise,26.05,49.82,82.02,-6.35,surprise,14.2,surprise;sadness;anger;joy;disgust,7.44,low,1.5
134,Pollock,6,15.79,surprise,31.58,62.86,71.33,10.24,surprise,34.69,surprise;sadness;anger;joy;disgust,5.94,low,1.97
134,de Chirico,6,22.96,surprise,45.93,32.62,65.63,-2.92,surprise,17.3,surprise;sadness;anger;joy;disgust,7.61,low,10.11
134,van Dongen,4,0.0,neutral,0.0,68.38,83.75,5.39,surprise,26.27,surprise;sadness;anger;joy;disgust,5.24,low,6.53
135,Braque,5,0.0,neutral,0.0,65.1,86.85,-14.02,sadness,14.17,sadness;anger;joy;disgust;surprise,8.84,low,7.56
135,Janco,7,-35.85,sadness,35.85,55.84,84.76,-17.95,sadness,18.12,sadness;anger;joy;disgust;surprise,10.99,low,1.87
135,Klimt,7,-36.93,sadness,40.32,78.24,86.58,-29.51,sadness,30.54,sadness;anger;joy;disgust;surprise,14.38,low,3.99
135,Picasso,7,-20.3,sadness,20.3,53.2,88.55,-24.12,sadness,24.25,sadness;anger;joy;disgust;surprise,8.84,low,1.56
135,Pollock,5,-20.76,sadness,31.55,77.52,88.52,-25.97,sadness,29.53,sadness;anger;joy;surprise;disgust,8.87,low,9.89
135,de Chirico,6,-33.85,sadness,33.85,45.92,93.75,-28.51,sadness,28.45,sadness;anger;disgust;surprise;joy,7.67,low,8.99
135,van Dongen,7,-31.64,sadness,31.64,70.58,86.75,-22.43,sadness,22.65,sadness;anger;joy;disgust;surprise,7.46,low,5.39
136,Braque,6,-4.38,anger,29.74,70.72,92.58,-4.8,sadness,8.76,sadness;anger;joy;surprise;disgust,7.73,low,9.82
136,Janco,7,0.0,neutral,0.0,60.14,88.14,-3.14,joy,12.65,joy;sadness;anger;surprise;disgust,12.09,low,63.41
136,Klimt,6,2.76,joy,30.01,78.6,87.77,6.88,surprise,26.76,surprise;sadness;joy;anger;disgust,14.69,low,51.24
136,Picasso,6,-0.67,sadness,26.28,58.36,95.01,-13.76,anger,21.09,anger;sadness;joy;surprise;disgust,6.74,low,4.75
136,Pollock,7,1.83,joy,26.49,90.12,94.16,-7.71,anger,16.41,anger;sadness;joy;surprise;disgust,6.92,low,6.24
136,de Chirico,5,-10.68,sadness,21.08,46.6,95.06,-10.68,anger,17.17,anger;sadness;joy;surprise;disgust,7.53,low,12.16
136,van Dongen,5,0.0,sadness,22.11,72.2,88.11,-6.53,anger,13.56,anger;sadness;joy;surprise;disgust,6.56,low,9.58
137,Braque,2,0.0,neutral,0.0,51.72,68.43,0.51,surprise,1.4,surprise;sadness;anger;joy;disgust,4.69,moderate,14.56
137,Janco,7,0.0,neutral,0.0,58.5,88.96,-0.68,sadness,0.68,sadness;anger;joy;disgust;surprise,7.19,low,3.85
137,Klimt,6,0.0,neutral,0.0,70.9,79.75,-0.68,sadness,1.17,sadness;anger;surprise;joy;disgust,12.31,low,5.81
137,Picasso,4,0.0,neutral,0.0,51.28,84.35,-1.09,sadness,1.09,sadness;anger;joy;disgust;surprise,7.11,low,2.33
137,Pollock,5,-20.52,sadness,20.52,72.88,79.23,-0.81,sadness,0.81,sadness;anger;joy;disgust;surprise,4.27,moderate,1.75
137,de Chirico,2,0.0,neutral,0.0,21.96,45.17,0.23,surprise,0.46,surprise;joy;sadness;anger;disgust,8.8,low,9.48
137,van Dongen,2,0.0,neutral,0.0,63.42,78.28,-0.31,sadness,0.31,sadness;anger;joy;disgust;surprise,4.66,moderate,6.27
138,Braque,2,0.0,neutral,0.0,50.22,66.12,-0.8,surprise,5.96,surprise;anger;sadness;disgust;joy,11.05,low,4.95
138,Janco,4,-27.26,anger,49.32,54.14,82.0,-2.87,surprise,9.17,surprise;sadness;anger;joy;disgust,15.09,low,0.01
138,Klimt,2,0.0,neutral,0.0,80.42,90.55,-2.22,sadness,5.65,sadness;surprise;anger;disgust;joy,16.68,low,5.65
138,Picasso,6,0.0,neutral,0.0,51.26,84.16,0.74,surprise,3.44,surprise;sadness;anger;joy;disgust,10.03,low,2.05
138,Pollock,5,0.0,sadness,20.81,56.56,63.6,-2.71,anger,4.34,anger;sadness;surprise;joy;disgust,7.85,low,5.39
138,de Chirico,5,0.0,neutral,0.0,32.68,65.61,-3.23,sadness,7.28,sadness;surprise;anger;joy;disgust,11.15,low,4.67
138,van Dongen,2,-10.62,anger,21.25,61.36,74.2,-0.57,surprise,2.75,surprise;sadness;anger;joy;disgust,9.62,low,2.69
139,Braque,7,0.0,neutral,0.0,35.64,75.3,-0.28,sadness,2.82,sadness;surprise;anger;joy;disgust,8.81,low,8.13
139,Janco,6,-20.24,sadness,20.31,46.06,70.13,-5.52,sadness,8.25,sadness;anger;surprise;joy;disgust,10.01,low,7.36
139,Klimt,4,-5.41,sadness,41.86,71.22,77.96,-6.07,surprise,17.26,surprise;sadness;anger;joy;disgust,14.87,low,34.14
139,Picasso,7,0.0,neutral,0.0,42.32,67.98,-11.25,sadness,19.49,sadness;anger;surprise;disgust;joy,7.87,low,3.08
139,Pollock,7,0.0,neutral,0.0,65.6,72.13,-10.37,sadness,14.12,sadness;anger;surprise;disgust;joy,8.45,low,5.73
139,de Chirico,7,0.0,neutral,0.0,45.32,85.11,-12.18,anger,14.21,anger;sadness;joy;surprise;disgust,8.14,low,7.97
139,van Dongen,7,0.0,neutral,0.0,58.98,69.81,-8.91,sadness,12.26,sadness;anger;surprise;disgust;joy,8.85,low,5.15
140,Braque,4,-11.9,surprise,43.11,47.22,61.03,-25.7,sadness,44.05,sadness;anger;surprise;joy;disgust,7.97,low,6.34
140,Janco,5,0.0,neutral,0.0,64.04,96.63,-23.0,sadness,31.26,sadness;anger;joy;surprise;disgust,6.98,low,5.64
140,Klimt,6,3.84,surprise,33.94,85.48,94.71,-10.04,surprise,32.96,surprise;sadness;anger;joy;disgust,10.25,low,74.06
140,Picasso,4,0.0,neutral,0.0,60.24,99.8,-12.94,sadness,23.67,sadness;anger;surprise;joy;disgust,4.93,moderate,3.61
140,Pollock,3,-16.11,sadness,30.77,70.82,79.74,-22.48,anger,33.22,anger;sadness;surprise;joy;disgust,5.64,low,13.65
140,de Chirico,7,-37.07,sadness,37.07,45.1,90.91,-31.1,sadness,49.2,sadness;anger;joy;surprise;disgust,6.95,low,7.57
140,van Dongen,5,-27.71,sadness,40.78,59.72,72.73,-18.79,sadness,31.15,sadness;anger;surprise;joy;disgust,7.67,low,7.85
141,Braque,6,0.0,neutral,0.0,54.9,71.02,-1.93,surprise,20.75,surprise;anger;sadness;joy;disgust,8.13,low,12.06
141,Janco,3,0.0,neutral,0.0,55.5,84.67,5.69,surprise,18.69,surprise;sadness;anger;joy;disgust,6.19,low,2.88
141,Klimt,5,0.0,neutral,0.0,72.74,76.9,14.59,surprise,43.51,surprise;anger;sadness;joy;disgust,13.8,low,4.63
141,Picasso,2,-14.76,sadness,29.09,35.1,58.42,-3.97,surprise,19.27,surprise;sadness;anger;joy;disgust,9.3,low,4.68
141,Pollock,7,-10.45,anger,20.9,76.6,85.49,2.48,surprise,37.13,surprise;sadness;anger;joy;disgust,6.31,low,13.48
141,de Chirico,7,0.0,neutral,0.0,43.28,88.03,1.07,surprise,23.07,surprise;sadness;anger;joy;disgust,6.64,low,12.58
141,van Dongen,2,46.34,surprise,92.67,43.78,53.37,-3.31,surprise,13.32,surprise;anger;sadness;joy;disgust,6.35,low,7.79
142,Braque,5,3.77,surprise,34.48,63.74,85.35,-1.82,surprise,13.93,surprise;sadness;anger;joy;disgust,5.48,low,4.55
142,Janco,7,0.0,neutral,0.0,63.94,97.55,-1.42,surprise,14.69,surprise;sadness;anger;joy;disgust,6.95,low,1.69
142,Klimt,6,17.73,joy,50.09,83.82,94.3,4.53,surprise,27.24,surprise;anger;sadness;joy;disgust,11.53,low,29.09
142,Picasso,6,21.24,surprise,42.47,54.22,89.18,-2.71,surprise,10.21,surprise;sadness;anger;joy;disgust,5.01,low,2.02
142,Pollock,5,15.66,surprise,31.32,84.24,94.82,1.71,surprise,17.01,surprise;anger;sadness;joy;disgust,5.32,low,4.95
142,de Chirico,5,-10.09,sadness,21.81,43.76,89.3,-6.05,surprise,13.14,surprise;anger;sadness;joy;disgust,4.36,moderate,5.59
142,van Dongen,5,0.0,neutral,0.0,69.7,85.49,-1.21,surprise,9.2,surprise;anger;sadness;joy;disgust,4.4,moderate,3.8
144,Braque,4,-11.9,surprise,43.11,47.22,61.03,-25.7,sadness,44.05,sadness;anger;surprise;joy;disgust,7.97,low,6.34
144,Janco,6,0.0,neutral,0.0,64.04,96.63,-23.0,sadness,31.26,sadness;anger;joy;surprise;disgust,6.98,low,5.64
144,Klimt,5,3.84,surprise,33.94,85.48,94.71,-10.04,surprise,32.96,surprise;sadness;anger;joy;disgust,10.25,low,74.06
144,Picasso,6,0.0,neutral,0.0,60.24,99.8,-12.94,sadness,23.67,sadness;anger;surprise;joy;disgust,4.93,moderate,3.61
144,Pollock,6,-16.11,sadness,30.77,70.82,79.74,-22.48,anger,33.22,anger;sadness;surprise;joy;disgust,5.64,low,13.65
144,de Chirico,4,-37.07,sadness,37.07,45.1,90.91,-31.1,sadness,49.2,sadness;anger;joy;surprise;disgust,6.95,low,7.57
144,van Dongen,6,-27.71,sadness,40.78,59.72,72.73,-18.79,sadness,31.15,sadness;anger;surprise;joy;disgust,7.67,low,7.85
145,Braque,3,0.0,neutral,0.0,53.28,70.93,-4.17,anger,9.27,anger;surprise;sadness;joy;disgust,6.6,low,7.89
145,Janco,6,0.0,neutral,0.0,63.74,97.24,-7.29,anger,10.98,anger;sadness;surprise;joy;disgust,7.66,low,3.27
145,Klimt,5,10.8,joy,21.59,78.26,87.17,-12.45,anger,17.52,anger;sadness;surprise;joy;disgust,11.23,low,6.04
145,Picasso,2,-12.86,anger,25.71,54.1,89.28,-6.56,anger,13.59,anger;surprise;sadness;joy;disgust,7.82,low,2.46
145,Pollock,4,0.0,neutral,0.0,40.72,46.62,-3.78,anger,18.57,anger;joy;surprise;sadness;disgust,5.95,low,4.23
145,de Chirico,6,-13.23,anger,26.45,32.74,65.9,-1.7,anger,3.41,anger;joy;sadness;disgust;surprise,7.45,low,9.76
145,van Dongen,3,0.0,neutral,0.0,71.38,87.89,-8.57,anger,14.05,anger;sadness;surprise;joy;disgust,6.28,low,35.9
146,Braque,4,0.0,neutral,0.0,60.56,77.83,-2.54,anger,6.32,anger;surprise;sadness;joy;disgust,7.7,low,8.45
146,Janco,7,0.0,neutral,0.0,36.46,53.97,-5.28,sadness,12.48,sadness;surprise;anger;disgust;joy,10.67,low,2.73
146,Klimt,5,0.0,neutral,0.0,65.6,73.87,0.11,surprise,10.77,surprise;sadness;anger;joy;disgust,13.8,low,20.85
146,Picasso,6,-22.72,sadness,22.72,21.5,34.65,-5.18,sadness,10.53,sadness;surprise;anger;joy;disgust,6.52,low,2.15
146,Pollock,5,0.0,neutral,0.0,70.58,79.3,-5.88,surprise,14.44,surprise;sadness;anger;disgust;joy,7.32,low,3.78
146,de Chirico,6,-26.03,sadness,26.03,34.62,68.9,-10.56,sadness,14.88,sadness;anger;surprise;joy;disgust,6.85,low,7.33
146,van Dongen,3,0.0,neutral,0.0,49.72,59.36,-3.15,surprise,10.62,surprise;sadness;anger;joy;disgust,7.8,low,4.22
147,Braque,5,0.0,neutral,0.0,49.82,64.85,-6.43,anger,11.18,anger;sadness;surprise;joy;disgust,7.81,low,7.47
147,Janco,6,-14.08,anger,26.69,55.56,83.04,-0.45,surprise,4.23,surprise;sadness;anger;joy;disgust,7.41,low,61.31
147,Klimt,6,0.0,neutral,0.0,73.54,82.14,-7.0,anger,15.73,anger;surprise;sadness;joy;disgust,13.57,low,8.88
147,Picasso,7,0.0,neutral,0.0,38.04,63.32,-5.99,sadness,7.08,sadness;anger;surprise;joy;disgust,6.18,low,4.78
147,Pollock,3,0.0,neutral,0.0,66.96,68.69,-3.43,anger,7.7,anger;surprise;sadness;joy;disgust,8.72,low,2.96
147,de Chirico,5,0.0,neutral,0.0,47.06,93.34,-2.63,surprise,9.78,surprise;sadness;anger;joy;disgust,4.79,moderate,9.31
147,van Dongen,6,0.0,neutral,0.0,56.28,67.8,-0.95,surprise,14.6,surprise;anger;sadness;joy;disgust,7.38,low,4.85
148,Braque,3,28.26,surprise,77.05,64.56,85.94,17.55,surprise,51.49,surprise;anger;joy;sadness;disgust,5.82,low,8.81
148,Janco,6,36.4,surprise,72.79,61.56,91.63,9.72,surprise,43.99,surprise;anger;sadness;joy;disgust,8.25,low,1.6
148,Klimt,3,35.77,surprise,71.54,75.52,81.22,21.18,surprise,59.5,surprise;anger;sadness;joy;disgust,12.82,low,15.15
148,Picasso,6,12.75,surprise,25.5,37.64,61.02,10.78,surprise,46.39,surprise;anger;sadness;joy;disgust,8.64,low,1.9
148,Pollock,5,20.92,surprise,41.85,73.54,78.75,12.65,surprise,46.02,surprise;anger;sadness;joy;disgust,6.13,low,4.88
148,de Chirico,7,23.46,surprise,46.93,36.72,73.96,13.61,surprise,50.9,surprise;anger;joy;sadness;disgust,7.49,low,9.88
148,van Dongen,4,7.38,surprise,38.3,61.36,74.91,17.69,surprise,54.41,surprise;anger;sadness;joy;disgust,5.32,low,3.48
149,Braque,2,0.0,neutral,0.0,60.92,80.45,-5.12,sadness,5.12,sadness;anger;joy;disgust;surprise,3.91,moderate,6.07
149,Janco,5,0.0,neutral,0.0,44.04,65.92,-7.01,sadness,7.44,sadness;anger;surprise;joy;disgust,6.13,low,1.5
149,Klimt,5,0.0,neutral,0.0,86.9,99.08,-6.85,anger,10.01,anger;sadness;surprise;joy;disgust,7.1,low,37.33
149,Picasso,6,0.0,neutral,0.0,55.4,91.68,-9.76,sadness,9.76,sadness;anger;joy;disgust;surprise,3.94,moderate,1.46
149,Pollock,2,-26.32,sadness,27.03,87.44,96.77,-2.61,sadness,2.61,sadness;anger;joy;disgust;surprise,2.65,high,8.4
149,de Chirico,5,-27.73,sadness,27.73,43.36,86.6,-3.05,sadness,3.05,sadness;anger;joy;disgust;surprise,5.67,low,11.15
149,van Dongen,5,0.0,neutral,0.0,74.32,91.21,-4.58,sadness,4.58,sadness;anger;joy;disgust;surprise,3.75,moderate,3.59
150,Braque,6,0.0,neutral,0.0,10.4,13.77,1.34,surprise,5.02,surprise;anger;joy;sadness;disgust,9.68,low,6.43
150,Janco,6,0.0,neutral,0.0,24.94,37.09,0.66,surprise,2.43,surprise;disgust;anger;joy;sadness,12.03,low,2.68
150,Klimt,5,-1.0,anger,23.3,59.6,66.84,-2.09,anger,18.93,anger;surprise;disgust;joy;sadness,13.26,low,9.01
150,Picasso,2,0.0,neutral,0.0,13.38,22.24,1.99,surprise,5.6,surprise;anger;joy;sadness;disgust,12.82,low,2.04
150,Pollock,6,-11.32,anger,22.65,18.14,18.43,2.49,surprise,10.89,surprise;anger;disgust;joy;sadness,5.15,low,6.23
150,de Chirico,7,-0.45,anger,27.75,5.7,10.53,1.01,surprise,4.79,surprise;disgust;anger;joy;sadness,10.12,low,11.96
150,van Dongen,4,0.0,neutral,0.0,12.1,14.61,2.75,surprise,7.05,surprise;anger;joy;sadness;disgust,9.91,low,4.51
151,Braque,3,-7.79,anger,36.72,36.52,47.59,-1.14,anger,15.35,anger;surprise;joy;sadness;disgust,9.72,low,6.45
151,Janco,7,-10.86,anger,21.72,43.76,66.7,-2.73,anger,23.88,anger;surprise;sadness;joy;disgust,10.2,low,1.87
151,Klimt,4,0.0,neutral,0.0,85.0,93.77,11.6,surprise,47.88,surprise;anger;sadness;joy;disgust,11.61,low,14.2
151,Picasso,6,-14.86,anger,29.73,44.14,73.07,-1.88,anger,24.84,anger;surprise;joy;sadness;disgust,10.35,low,1.8
151,Pollock,6,19.13,surprise,52.47,66.24,74.65,6.44,surprise,27.35,surprise;anger;joy;sadness;disgust,7.19,low,3.99
151,de Chirico,5,4.09,surprise,35.41,34.46,69.31,-1.94,anger,22.77,anger;surprise;joy;sadness;disgust,11.0,low,7.57
151,van Dongen,5,0.0,neutral,0.0,62.9,77.07,-0.83,anger,22.81,anger;surprise;sadness;joy;disgust,7.92,low,3.76
152,Braque,2,17.0,surprise,33.99,51.04,67.38,13.56,surprise,15.09,surprise;joy;sadness;disgust;anger,8.81,low,6.9
152,Janco,3,0.0,neutral,0.0,50.32,76.13,7.06,surprise,10.8,surprise;joy;sadness;anger;disgust,10.72,low,1.81
152,Klimt,5,14.45,joy,28.9,79.28,89.45,18.45,joy,25.38,joy;surprise;anger;sadness;disgust,12.34,low,7.89
152,Picasso,2,11.71,joy,23.42,50.18,82.89,9.19,surprise,17.22,surprise;joy;sadness;anger;disgust,9.14,low,2.69
152,Pollock,5,22.44,joy,44.89,79.42,90.4,7.21,surprise,13.83,surprise;joy;sadness;anger;disgust,7.75,low,1.83
152,de Chirico,5,45.03,joy,45.83,40.06,81.74,31.66,joy,34.99,joy;surprise;sadness;anger;disgust,9.73,low,5.97
152,van Dongen,4,0.0,neutral,0.0,50.4,61.76,5.23,joy,6.67,joy;surprise;sadness;anger;disgust,7.8,low,3.99
