Variable,N,Mean,SD,Median,Min,Max
TimeAtTheTile,336.0,91.48413690476191,29.90287208038432,87.69,55.62,286.8
TileTimePercent_Audio,336.0,127.03627976190477,31.399589295236957,116.315,106.93,328.6
SelfReportedLiking,336.0,28.21577380952381,15.653201131656367,27.5,1.0,53.0
GazeTime,336.0,54.548333333333325,18.8660308069281,55.480000000000004,5.06,109.84
GazePercent_Audio,336.0,75.5740476190476,19.171185428451054,80.84,7.82,99.8
SaccadeRate,336.0,8.858035714285714,3.577786317827563,8.0,2.65,27.84
ReactionTime,336.0,9.130982142857144,12.553212132892979,5.515000000000001,0.01,74.74
